CODIGO_ISO,ANIO,INDICE,RANKING
IRN,2017,65.12,165.0
IRQ,2017,54.03,158.0
ISL,2017,13.03,10.0
ISR,2017,31.01,91.0
ITA,2017,26.26,52.0
JAM,2017,12.73,8.0
JOR,2017,43.24,138.0
JPN,2017,29.44,72.0
KAZ,2017,54.01,157.0
KEN,2017,31.2,95.0
KGZ,2017,30.92,89.0
KHM,2017,42.07,132.0
KOR,2017,27.61,63.0
KSV,2017,,
KWT,2017,33.61,104.0
LAO,2017,66.41,170.0
LBN,2017,33.01,99.0
LBR,2017,31.12,94.0
LBY,2017,56.81,163.0
LIE,2017,20.31,32.0
LKA,2017,44.34,141.0
LSO,2017,28.78,68.0
LTU,2017,21.37,36.0
LUX,2017,14.72,15.0
LVA,2017,18.62,28.0
MAR,2017,42.42,133.0
MDA,2017,30.41,80.0
MDG,2017,26.71,57.0
MDV,2017,39.3,117.0
MEX,2017,48.97,147.0
MKD,2017,35.74,111.0
MLI,2017,38.27,116.0
MLT,2017,24.76,47.0
MMR,2017,41.82,131.0
MNE,2017,33.65,106.0
MNG,2017,28.95,69.0
MOZ,2017,31.05,93.0
MRT,2017,26.49,55.0
MUS,2017,26.67,56.0
MWI,2017,28.97,70.0
MYS,2017,46.89,144.0
NAM,2017,17.08,24.0
NER,2017,27.21,61.0
NGA,2017,39.69,122.0
NIC,2017,31.01,92.0
NLD,2017,11.28,5.0
NOR,2017,7.6,1.0
NPL,2017,33.02,100.0
NZL,2017,13.98,13.0
OMN,2017,40.46,126.0
PAK,2017,43.55,139.0
PAN,2017,32.12,96.0
PER,2017,30.98,90.0
PHL,2017,41.08,127.0
PNG,2017,25.07,51.0
POL,2017,26.47,54.0
PRK,2017,84.98,180.0
PRT,2017,15.77,18.0
PRY,2017,35.64,110.0
PSE,2017,42.9,135.0
QAT,2017,39.83,123.0
ROU,2017,24.46,46.0
RUS,2017,49.45,148.0
RWA,2017,54.11,159.0
SAU,2017,66.02,168.0
SDN,2017,73.56,174.0
SEN,2017,26.72,58.0
SGP,2017,51.1,151.0
SLE,2017,30.73,85.0
SLV,2017,27.24,62.0
SOM,2017,65.95,167.0
SRB,2017,28.05,66.0
SSD,2017,48.16,145.0
SUR,2017,16.07,20.0
SVK,2017,15.51,17.0
SVN,2017,21.7,37.0
SWE,2017,8.27,2.0
SWZ,2017,51.27,152.0
SYC,2017,30.86,87.0
SYR,2017,81.49,177.0
TCD,2017,39.66,121.0
TGO,2017,30.75,86.0
THA,2017,44.69,142.0
TJK,2017,50.27,149.0
TKM,2017,84.19,178.0
TLS,2017,32.82,98.0
TON,2017,24.97,49.0
TTO,2017,20.62,34.0
TUN,2017,32.22,97.0
TUR,2017,52.98,155.0
TWN,2017,24.37,45.0
TZA,2017,30.65,83.0
UGA,2017,35.94,112.0
UKR,2017,33.19,102.0
URY,2017,17.43,25.0
USA,2017,23.88,43.0
UZB,2017,66.11,169.0
VEN,2017,42.94,137.0
VNM,2017,73.96,175.0
WSM,2017,16.41,21.0
YEM,2017,65.8,166.0
ZAF,2017,20.12,31.0
ZMB,2017,36.48,114.0
ZWE,2017,41.44,128.0
AFG,2018,37.28,118.0
AGO,2018,38.35,121.0
ALB,2018,29.49,75.0
AND,2018,22.21,37.0
ARE,2018,40.86,128.0
ARG,2018,26.05,52.0
ARM,2018,29.99,80.0
ATG,2018,,
AUS,2018,15.46,19.0
AUT,2018,14.04,11.0
AZE,2018,59.73,163.0
BDI,2018,55.26,159.0
BEL,2018,13.16,7.0
BEN,2018,30.16,84.0
BFA,2018,23.33,41.0
BGD,2018,48.62,146.0
BGR,2018,35.22,111.0
BHR,2018,60.85,166.0
BIH,2018,27.37,62.0
BLR,2018,52.59,155.0
BLZ,2018,24.55,47.0
BOL,2018,32.45,110.0
BRA,2018,31.2,102.0
BRN,2018,51.48,153.0
BTN,2018,30.73,94.0
BWA,2018,25.29,48.0
CAF,2018,35.25,112.0
CAN,2018,15.28,18.0
CHE,2018,11.27,5.0
CHL,2018,22.69,38.0
CHN,2018,78.29,176.0
CIV,2018,30.08,82.0
CMR,2018,40.92,129.0
COD,2018,51.6,154.0
COG,2018,35.42,114.0
COL,2018,41.03,130.0
COM,2018,25.3,49.0
CPV,2018,20.39,29.0
CRI,2018,14.01,10.0
CUB,2018,68.9,172.0
CYP,2018,19.85,25.0
CZE,2018,21.89,34.0
DEU,2018,14.39,15.0
DJI,2018,70.77,173.0
DNK,2018,13.99,9.0
DOM,2018,26.79,59.0
DZA,2018,43.13,136.0
ECU,2018,30.56,92.0
EGY,2018,56.72,161.0
ERI,2018,84.24,179.0
ESP,2018,20.51,31.0
EST,2018,14.08,12.0
ETH,2018,50.17,150.0
FIN,2018,10.26,4.0
FJI,2018,26.55,57.0
FRA,2018,21.87,33.0
GAB,2018,32.37,108.0
GBR,2018,23.25,40.0
GEO,2018,27.34,61.0
GHA,2018,18.41,23.0
GIN,2018,31.9,104.0
GMB,2018,38.36,122.0
GNB,2018,30.09,83.0
GNQ,2018,66.47,171.0
GRC,2018,29.19,74.0
GRD,2018,,
GTM,2018,36.17,116.0
GUY,2018,26.25,55.0
HKG,2018,29.04,70.0
HND,2018,45.23,141.0
HRV,2018,28.94,69.0
HTI,2018,26.82,60.0
HUN,2018,29.11,73.0
IDN,2018,39.68,124.0
IND,2018,43.24,138.0
IRL,2018,14.59,16.0
IRN,2018,60.71,164.0
IRQ,2018,56.56,160.0
ISL,2018,14.1,13.0
ISR,2018,30.26,87.0
ITA,2018,24.12,46.0
JAM,2018,11.33,6.0
JOR,2018,41.71,132.0
JPN,2018,28.64,67.0
KAZ,2018,54.41,158.0
KEN,2018,30.82,96.0
KGZ,2018,31.0,98.0
KHM,2018,45.9,142.0
KOR,2018,23.51,43.0
KSV,2018,,
KWT,2018,31.91,105.0
LAO,2018,66.41,170.0
LBN,2018,31.15,100.0
LBR,2018,30.33,89.0
LBY,2018,56.79,162.0
LIE,2018,20.49,30.0
LKA,2018,41.37,131.0
LSO,2018,28.78,68.0
LTU,2018,22.2,36.0
LUX,2018,14.72,17.0
LVA,2018,19.63,24.0
MAR,2018,43.13,135.0
MDA,2018,30.01,81.0
MDG,2018,26.2,54.0
MDV,2018,37.95,120.0
MEX,2018,48.91,147.0
MKD,2018,32.43,109.0
MLI,2018,36.15,115.0
MLT,2018,27.44,65.0
MMR,2018,43.15,137.0
MNE,2018,31.21,103.0
MNG,2018,29.05,71.0
MOZ,2018,31.12,99.0
MRT,2018,29.09,72.0
MUS,2018,26.45,56.0
MWI,2018,27.43,64.0
MYS,2018,47.41,145.0
NAM,2018,20.24,26.0
NER,2018,27.4,63.0
NGA,2018,37.41,119.0
NIC,2018,30.41,90.0
NLD,2018,10.01,3.0
NOR,2018,7.63,1.0
NPL,2018,32.05,106.0
NZL,2018,13.62,8.0
OMN,2018,40.67,127.0
PAK,2018,43.24,139.0
PAN,2018,30.56,91.0
PER,2018,30.27,88.0
PHL,2018,42.53,133.0
PNG,2018,26.19,53.0
POL,2018,26.59,58.0
PRK,2018,88.87,180.0
PRT,2018,14.17,14.0
PRY,2018,32.32,107.0
PSE,2018,42.96,134.0
QAT,2018,40.16,125.0
ROU,2018,23.65,44.0
RUS,2018,49.96,148.0
RWA,2018,52.9,156.0
SAU,2018,63.13,169.0
SDN,2018,71.13,174.0
SEN,2018,25.61,50.0
SGP,2018,50.95,151.0
SLE,2018,29.98,79.0
SLV,2018,27.78,66.0
SOM,2018,63.04,168.0
SRB,2018,29.58,76.0
SSD,2018,46.88,144.0
SUR,2018,16.44,21.0
SVK,2018,20.26,27.0
SVN,2018,21.69,32.0
SWE,2018,8.31,2.0
SWZ,2018,51.46,152.0
SYC,2018,30.17,85.0
SYR,2018,79.22,177.0
TCD,2018,38.45,123.0
TGO,2018,30.23,86.0
THA,2018,44.31,140.0
TJK,2018,50.06,149.0
TKM,2018,84.2,178.0
TLS,2018,30.81,95.0
TON,2018,25.68,51.0
TTO,2018,22.79,39.0
TUN,2018,30.91,97.0
TUR,2018,53.5,157.0
TWN,2018,23.36,42.0
TZA,2018,30.65,93.0
UGA,2018,36.77,117.0
UKR,2018,31.16,101.0
URY,2018,15.56,20.0
USA,2018,23.73,45.0
UZB,2018,60.84,165.0
VEN,2018,46.03,143.0
VNM,2018,75.05,175.0
WSM,2018,16.69,22.0
YEM,2018,62.23,167.0
ZAF,2018,20.39,28.0
ZMB,2018,35.36,113.0
ZWE,2018,40.53,126.0
AFG,2019,36.55,121.0
AGO,2019,34.96,109.0
ALB,2019,29.84,82.0
AND,2019,24.63,37.0
ARE,2019,43.63,133.0
ARG,2019,28.3,57.0
ARM,2019,28.98,61.0
ATG,2019,,
AUS,2019,16.55,21.0
AUT,2019,15.33,16.0
AZE,2019,59.13,166.0
BDI,2019,52.89,159.0
BEL,2019,12.07,9.0
BEN,2019,31.74,96.0
BFA,2019,24.53,
BGD,2019,50.74,150.0
BGR,2019,35.11,111.0
BHR,2019,61.31,167.0
BIH,2019,29.02,63.0
BLR,2019,51.66,153.0
BLZ,2019,27.5,53.0
BOL,2019,35.38,113.0
BRA,2019,32.79,105.0
BRN,2019,51.48,152.0
BTN,2019,29.81,80.0
BWA,2019,25.09,44.0
CAF,2019,47.27,145.0
CAN,2019,15.69,18.0
CHE,2019,10.52,6.0
CHL,2019,25.65,46.0
CHN,2019,78.92,177.0
CIV,2019,29.52,71.0
CMR,2019,43.32,131.0
COD,2019,51.71,154.0
COG,2019,36.04,117.0
COL,2019,42.82,129.0
COM,2019,27.91,56.0
CPV,2019,19.81,25.0
CRI,2019,12.24,10.0
CUB,2019,63.81,169.0
CYP,2019,21.74,28.0
CZE,2019,24.89,40.0
DEU,2019,14.6,13.0
DJI,2019,71.36,173.0
DNK,2019,9.87,5.0
DOM,2019,27.9,55.0
DZA,2019,45.75,141.0
ECU,2019,31.88,97.0
EGY,2019,56.47,163.0
ERI,2019,80.26,178.0
ESP,2019,21.99,29.0
EST,2019,12.27,11.0
ETH,2019,35.11,110.0
FIN,2019,7.9,2.0
FJI,2019,27.18,52.0
FRA,2019,22.21,32.0
GAB,2019,35.6,115.0
GBR,2019,22.23,33.0
GEO,2019,28.98,60.0
GHA,2019,20.81,27.0
GIN,2019,33.49,107.0
GMB,2019,31.35,92.0
GNB,2019,30.95,89.0
GNQ,2019,58.35,165.0
GRC,2019,29.08,65.0
GRD,2019,,
GTM,2019,35.94,116.0
GUY,2019,26.63,51.0
HKG,2019,29.65,73.0
HND,2019,48.53,146.0
HRV,2019,29.03,64.0
HTI,2019,29.0,62.0
HUN,2019,30.44,87.0
IDN,2019,36.77,124.0
IND,2019,45.67,140.0
IRL,2019,15.0,15.0
IRN,2019,64.41,170.0
IRQ,2019,52.6,156.0
ISL,2019,14.71,14.0
ISR,2019,30.8,88.0
ITA,2019,24.98,43.0
JAM,2019,11.13,8.0
JOR,2019,43.11,130.0
JPN,2019,29.36,67.0
KAZ,2019,52.82,158.0
KEN,2019,32.44,100.0
KGZ,2019,29.92,83.0
KHM,2019,45.9,143.0
KOR,2019,24.94,41.0
KSV,2019,,
KWT,2019,33.86,108.0
LAO,2019,64.49,171.0
LBN,2019,32.44,101.0
LBR,2019,31.49,93.0
LBY,2019,55.77,162.0
LIE,2019,20.49,26.0
LKA,2019,39.61,126.0
LSO,2019,29.74,78.0
LTU,2019,22.06,30.0
LUX,2019,15.66,17.0
LVA,2019,19.53,24.0
MAR,2019,43.98,135.0
MDA,2019,31.21,91.0
MDG,2019,27.76,54.0
MDV,2019,32.16,98.0
MEX,2019,46.78,144.0
MKD,2019,31.66,95.0
MLI,2019,35.23,112.0
MLT,2019,29.74,77.0
MMR,2019,44.92,138.0
MNE,2019,32.74,104.0
MNG,2019,29.51,70.0
MOZ,2019,32.66,103.0
MRT,2019,31.65,94.0
MUS,2019,28.46,58.0
MWI,2019,29.36,68.0
MYS,2019,36.74,123.0
NAM,2019,18.95,23.0
NER,2019,29.26,66.0
NGA,2019,36.5,120.0
NIC,2019,35.53,114.0
NLD,2019,8.63,4.0
NOR,2019,7.82,1.0
NPL,2019,33.4,106.0
NZL,2019,10.75,7.0
OMN,2019,43.42,132.0
PAK,2019,45.83,142.0
PAN,2019,29.78,79.0
PER,2019,30.22,85.0
PHL,2019,43.91,134.0
PNG,2019,24.7,38.0
POL,2019,28.89,59.0
PRK,2019,83.4,179.0
PRT,2019,12.63,12.0
PRY,2019,32.4,99.0
PSE,2019,44.68,137.0
QAT,2019,42.51,128.0
ROU,2019,25.67,47.0
RUS,2019,50.31,149.0
RWA,2019,52.43,155.0
SAU,2019,65.88,172.0
SDN,2019,72.45,175.0
SEN,2019,25.81,49.0
SGP,2019,51.41,151.0
SLE,2019,30.36,86.0
SLV,2019,29.81,81.0
SOM,2019,57.24,164.0
SRB,2019,31.18,90.0
SSD,2019,45.65,139.0
SUR,2019,16.38,20.0
SVK,2019,23.58,35.0
SVN,2019,22.31,34.0
SWE,2019,8.31,3.0
SWZ,2019,49.09,147.0
SYC,2019,29.41,69.0
SYR,2019,71.78,174.0
TCD,2019,36.71,122.0
TGO,2019,29.69,76.0
THA,2019,44.1,136.0
TJK,2019,54.02,161.0
TKM,2019,85.44,180.0
TLS,2019,29.93,84.0
TON,2019,25.41,45.0
TTO,2019,24.74,39.0
TUN,2019,29.61,72.0
TUR,2019,52.81,157.0
TWN,2019,24.98,42.0
TZA,2019,36.28,118.0
UGA,2019,39.42,125.0
UKR,2019,32.46,102.0
URY,2019,16.06,19.0
USA,2019,25.69,48.0
UZB,2019,53.52,160.0
VEN,2019,49.1,148.0
VNM,2019,74.93,176.0
WSM,2019,18.25,22.0
YEM,2019,61.66,168.0
ZAF,2019,22.19,31.0
ZMB,2019,36.38,119.0
ZWE,2019,42.23,127.0
